record_id,source,year,country,funder,amount,currency,amount_eur,title,rule_category,llm_category,llm_confidence,llm_quote,url
cordis:101058516,cordis,2022,ES,European Commission,12436805,EUR,12436805.0,eBRAIN-Health - Actionable Multilevel Health Data,age_related_disease,age_related_disease,0.95,we will build an interdisciplinary digital twin for dementia for modeling and simulating complex phenomena,https://cordis.europa.eu/project/id/101058516
cordis:101058570,cordis,2022,IT,European Commission,4875569,EUR,4875569.0,Smart Response sELf-desInfected biobAsed NanoCoatEd surfaces for healthier environments.,ambiguous,ambiguous,0.95,Smart Response sELf-desInfected biobased NanoCoated surfaces for healthier environments.,https://cordis.europa.eu/project/id/101058570
cordis:101058751,cordis,2022,PL,European Commission,5845857,EUR,5845857.0,"DEVELOPMENT OF ANTIMICROBIAL, ANTIVIRAL, AND ANTIFUNGAL NANOCOATINGS FOR EVERYDAY SURFACES",ambiguous,ambiguous,0.95,"DEVELOPMENT OF ANTIMICROBIAL, ANTIVIRAL, AND ANTIFUNGAL NANOCOATINGS FOR EVERYDAY SURFACES",https://cordis.europa.eu/project/id/101058751
cordis:101059267,cordis,2023,ES,European Commission,181152.96,EUR,181152.96,Therapeutic Artificial Cells based on Molecular Cages for Glioblastoma Treatment,age_related_disease,age_related_disease,0.96,Therapeutic Artificial Cells based on Molecular Cages for Glioblastoma Treatment,https://cordis.europa.eu/project/id/101059267
cordis:101059502,cordis,2022,IE,European Commission,278571.36,EUR,278571.36,Passive Solar Evaporators for Green Desalination Technologies,ambiguous,ambiguous,0.9,"offers the exciting prospect of high efficiencies, cost-effective materials, and longevity",https://cordis.europa.eu/project/id/101059502
cordis:101060011,cordis,2023,EE,European Commission,15000000,EUR,15000000.0,CENTRE FOR DATA ENRICHED MEDICINE (TEAMPERMED),ambiguous,ambiguous,0.85,prevent the development of chronic or hereditary disease and offering high-quality personalized medical care,https://cordis.europa.eu/project/id/101060011
cordis:101060172,cordis,2022,ES,European Commission,165312.96,EUR,165312.96,Detection and elimination of senescent cells targeting Cyclophilin D,fundamental_aging,intervention,0.92,"This project will study CypD as a novel, non-invasive senolytic target",https://cordis.europa.eu/project/id/101060172
cordis:101060941,cordis,2022,DE,European Commission,3826282.5,EUR,3826282.5,GREen ENdeavor in Art ResToration,ambiguous,ambiguous,0.85,"GREENART proposes new solutions based on green and sustainable materials and methods, to preserve, conserve and restore CH",https://cordis.europa.eu/project/id/101060941
cordis:101062190,cordis,2023,ES,European Commission,150000,EUR,150000.0,Targeting RANK receptor as a novel therapeutic strategy in triple negative breast cancer,age_related_disease,age_related_disease,0.95,Targeting RANK receptor as a novel therapeutic strategy in triple negative breast cancer,https://cordis.europa.eu/project/id/101062190
cordis:101062972,cordis,2023,IT,European Commission,288859.2,EUR,288859.2,Palestinian youth at the crossroad: comparative perspectives on Palestinian transnational youth politics,ambiguous,ambiguous,0.95,Palestinian youth at the crossroad: comparative perspectives on Palestinian transnational youth politics,https://cordis.europa.eu/project/id/101062972
cordis:101063149,cordis,2023,FI,European Commission,215534.4,EUR,215534.4,From maternal hormones to malaria susceptibility and accelerated ageing: new insights from wild birds.,fundamental_aging,fundamental_aging,0.76,initial differences in cellular ageing (i.e. assessed through telomere length),https://cordis.europa.eu/project/id/101063149
cordis:101063466,cordis,2023,DK,European Commission,298857.6,EUR,298857.6,Documenta Coranica Byzantina (DoCoByz). Byzantino-Islamica in the Age of Digital Humanities,ambiguous,ambiguous,0.97,Byzantino-Islamica in the Age of Digital Humanities,https://cordis.europa.eu/project/id/101063466
cordis:101064232,cordis,2023,IT,European Commission,215937.6,EUR,215937.6,"Wild grapevines endophytic microbiome: ecology, epigenetics and application in the biological control of wood pathogens, a synthetic microbiome approach.",ambiguous,ambiguous,0.95,"Wild grapevines endophytic microbiome: ecology, epigenetics and application in the biological control of wood pathogens",https://cordis.europa.eu/project/id/101064232
cordis:101064589,cordis,2022,DK,European Commission,230774.4,EUR,230774.4,An Ontology for the Transmission and Re-Use of Argumentative Patterns (OTRA) in Christian-Muslim Religious Encounters,ambiguous,ambiguous,0.05,I will study argumentative structures in Christian anti-Islamic polemics from a historical perspective using a Digital Humanities approach,https://cordis.europa.eu/project/id/101064589
cordis:101064696,cordis,2022,IL,European Commission,150000,EUR,150000.0,Cell Rejuvenation Therapy for Age-related Macular Degeneration,age_related_disease,age_related_disease,0.86,Cell Rejuvenation Therapy for Age-related Macular Degeneration,https://cordis.europa.eu/project/id/101064696
cordis:101065243,cordis,2023,NO,European Commission,226751.04,EUR,226751.04,Radicalization of Gender and Anti-democracy: the Case of Incels in Nordic-Europe,ambiguous,ambiguous,0.85,Radicalization of Gender and Anti-democracy: the Case of Incels in Nordic-Europe,https://cordis.europa.eu/project/id/101065243
cordis:101066499,cordis,2022,ES,European Commission,181152.96,EUR,181152.96,Exploiting single cell long non-coding RNA biology to target therapy-induced senescence in lung cancer,fundamental_aging,fundamental_aging,0.78,identify therapy-induced senescent cells and their relationship with the tumor microenvironment,https://cordis.europa.eu/project/id/101066499
cordis:101066639,cordis,2023,DE,European Commission,189687.36,EUR,189687.36,X-Ray Fluorescence Imaging of Metal Complexes in Hypoxic Tumor Spheroids,age_related_disease,age_related_disease,0.95,study the anticancer activity and penetration depths in 3D tumor spheroids under hypoxia,https://cordis.europa.eu/project/id/101066639
cordis:101067602,cordis,2023,DK,European Commission,230774.4,EUR,230774.4,Disrupting Buddhist circular economies: excess and abandonment in contemporary Japan,ambiguous,ambiguous,0.62,Disrupting Buddhist circular economies: excess and abandonment in contemporary Japan,https://cordis.europa.eu/project/id/101067602
cordis:101068558,cordis,2023,ES,European Commission,226441.2,EUR,226441.2,Contribution of Lipid Droplets to the pathogenesis and chemoresistance of Acute Myeloid Leukemia,age_related_disease,age_related_disease,0.95,Contribution of Lipid Droplets to the pathogenesis and chemoresistance of Acute Myeloid Leukemia,https://cordis.europa.eu/project/id/101068558
cordis:101069397,cordis,2022,IT,European Commission,150000,EUR,150000.0,Targetting neutrophil-mediated neurotoxicity for the treatment of Alzheimer's Disease,age_related_disease,age_related_disease,0.93,we present the first disease-modifying Alzheimers Disease (AD) drugs that abrogate leukocyte-mediated neurotoxicity,https://cordis.europa.eu/project/id/101069397
cordis:101070950,cordis,2022,IT,European Commission,3797562.5,EUR,3797562.5,"Exploiting ex vivo expansion and deep multiomics profiling to bring novel, efficient and safer hematopoietic stem cell gene therapies to clinical application",age_related_disease,ambiguous,0.9,"Exploiting ex vivo expansion and deep multiomics profiling to bring novel, efficient and safer hematopoietic stem cell gene therapies to clinical application",https://cordis.europa.eu/project/id/101070950
cordis:101071386,cordis,2023,NL,European Commission,9997500,EUR,9997500.0,Glycans as Master Switches of B Cell Activity in Autoimmunity,age_related_disease,age_related_disease,0.6,Autoimmune diseases including rheumatoid arthritis (RA) are often life-threatening disorders,https://cordis.europa.eu/project/id/101071386
cordis:101071485,cordis,2023,CA,European Commission,2160201.6,EUR,2160201.6,Peripheral Biomarker Based Combinatorial Early Diagnostics for Dementia,age_related_disease,age_related_disease,0.97,"develop an AI-data-driven peripheral biomarker based combinatorial diagnostic protocol for early stages of Alzheimers disease (AD), a major form of dementia",https://cordis.europa.eu/project/id/101071485
cordis:101071784,cordis,2023,AU,European Commission,8793579,EUR,8793579.0,Lipid droplets as innate immunity hubs,ambiguous,ambiguous,0.9,LDs are innate immunity hubs sensing infection and directly confronting invaders,https://cordis.europa.eu/project/id/101071784
cordis:101072632,cordis,2023,ES,European Commission,2618488.8,EUR,2618488.8,Breaking the barrier - An integrated multidisciplinary approach to kill Gram-negative bacteria through existing antibiotics by making their outer membrane permeable,ambiguous,ambiguous,0.95,Breaking the barrier - An integrated multidisciplinary approach to kill Gram-negative bacteria through existing antibiotics by making their outer membrane permeable,https://cordis.europa.eu/project/id/101072632
cordis:101072766,cordis,2022,FR,European Commission,2692173.6,EUR,2692173.6,Cellular Homeostasis ANd AGing in Connective TissuE Disorders,fundamental_aging,fundamental_aging,0.86,identify key pathways responsible for age-related decline of physiological functions,https://cordis.europa.eu/project/id/101072766
cordis:101072828,cordis,2022,FR,European Commission,1648915.2,EUR,1648915.2,Discovering Collagen I degradation process in chronic diseases with fibrotic component,ambiguous,ambiguous,0.62,Discovering Collagen I degradation process in chronic diseases with fibrotic component,https://cordis.europa.eu/project/id/101072828
cordis:101077555,cordis,2023,BE,European Commission,1440500,EUR,1440500.0,Uncovering commonalities and differences: Towards a novel framework for identifying end-of-life trajectories of older people with serious chronic illness,ambiguous,care,0.7,end-of-life trajectories of older people with serious chronic illness,https://cordis.europa.eu/project/id/101077555
cordis:101078300,cordis,2023,IE,European Commission,1499420,EUR,1499420.0,Stratified Therapeutic Assessment Platform for Short Telomere related Lung Fibrosis using Patient-Derived iPSC,fundamental_aging,age_related_disease,0.78,Idiopathic pulmonary fibrosis (IPF) is a lethal scarring lung disease often leading to death within 3 years of diagnosis.,https://cordis.europa.eu/project/id/101078300
cordis:101079123,cordis,2022,DE,European Commission,1446071.25,EUR,1446071.25,CONSOLIDATING THE EXPERTISE OF NECMETTIN ERBAKAN UNIVERSITY TOWARDS THE DEVELOPMENT OF BIOFIBERS FOR WOUND HEALING AND TISSUE REGENERATION,ambiguous,ambiguous,0.82,Biomaterials have gained much interest as a very important category of materials because of their wide application in medicine and benefit to patient such as increased longevity,https://cordis.europa.eu/project/id/101079123
cordis:101080329,cordis,2023,PT,European Commission,9377421.25,EUR,9377421.25,"DE-RISKING METABOLIC, ENVIRONMENTAL AND BEHAVIORAL DETERMINANTS OF OBESITY IN CHILDREN, ADOLESCENTS AND YOUNG ADULTS",ambiguous,ambiguous,0.8,PAS GRAS aims to prevent and reverse obesity and associated metabolic complications in four age groups,https://cordis.europa.eu/project/id/101080329
cordis:101080523,cordis,2023,EL,European Commission,5686450,EUR,5686450.0,Validation of novel immunotherapeutic targets against fibrosis in inflammatory bowel diseases,ambiguous,ambiguous,0.9,Validation of novel immunotherapeutic targets against fibrosis in inflammatory bowel diseases,https://cordis.europa.eu/project/id/101080523
cordis:101080718,cordis,2023,PT,European Commission,9998709.98,EUR,9998709.98,"Multi-Pillar Framework for children Anti-Obesity Behavior building on an EU biobank, Micro Moments and Mobile Recommendation Systems",ambiguous,ambiguous,0.8,Multi-Pillar Framework for children Anti-Obesity Behavior,https://cordis.europa.eu/project/id/101080718
cordis:101086997,cordis,2023,DE,European Commission,1997493.75,EUR,1997493.75,The Glucocorticoid Receptor in Aging and Circadian Endocrinology,intervention,intervention,0.85,"I hypothesize that the benefits of caloric restriction are due to higher glucocorticoid amplitudes, and that their study will uncover transcriptional features prolonging healthspan.",https://cordis.europa.eu/project/id/101086997
cordis:101087071,cordis,2023,PT,European Commission,4999693.75,EUR,4999693.75,Connected Hubs in Ageing: Healthy Living to Protect Cerebrovascular Function,age_related_disease,age_related_disease,0.85,Cerebrovascular diseases (CVD) represent a major public health burden in Europe... preventing CVD; improving health technology-based rehabilitation of stroke patients.,https://cordis.europa.eu/project/id/101087071
cordis:101087673,cordis,2023,DE,European Commission,2349755,EUR,2349755.0,Laminated Perovskite Photovoltaics: Enabling large area processing of durable and high efficiency perovskite semiconductor thin films.,ambiguous,ambiguous,0.9,Photovoltaic technologies are cornerstones of all future scenarios for sustainable energy supply.,https://cordis.europa.eu/project/id/101087673
cordis:101088824,cordis,2024,ES,European Commission,1999796,EUR,1999796.0,Molecular mechanisms through which oocytes evade ageing,fundamental_aging,fundamental_aging,0.96,Molecular mechanisms through which oocytes evade ageing,https://cordis.europa.eu/project/id/101088824
cordis:101088965,cordis,2023,DE,European Commission,2000000,EUR,2000000.0,Late life-applicable enhancement of longevity and fitness.,intervention,fundamental_aging,0.88,Aging represents gradual organismal decline driven by accumulation of cellular and molecular damages,https://cordis.europa.eu/project/id/101088965
cordis:101092242,cordis,2022,IE,European Commission,3218277,EUR,3218277.0,Development of a smart shape-memory sensor for biological pressure monitoring applications,age_related_disease,age_related_disease,0.86,Hypertension is the leading global contributor to premature death... high BP can lead to serious cardiovascular and cerebrovascular events.,https://cordis.europa.eu/project/id/101092242
cordis:101092243,cordis,2023,AT,European Commission,5083466,EUR,5083466.0,smart and multiFunctional 3D printable prO-Regenerative biologiCal matrix modulating mEchanotRansduction as advancEd theraPy to treAt skIn chRonic wounds,age_related_disease,age_related_disease,0.78,chronic wounds (CW) which fail to follow the typical healing process is a major medical socioeconomic challenge,https://cordis.europa.eu/project/id/101092243
cordis:101094391,cordis,2023,ES,European Commission,999235,EUR,999235.0,Building Gender Equality through gender budgeting for Institutional Transformation,ambiguous,ambiguous,0.95,Building Gender Equality through gender budgeting for Institutional Transformation,https://cordis.europa.eu/project/id/101094391
cordis:101094741,cordis,2023,FI,European Commission,2740550,EUR,2740550.0,Towards a Resilient Future of Europe,ambiguous,care,0.7,social inequalities in old age are very much a function of choices and events made at a younger age and across the life-span,https://cordis.europa.eu/project/id/101094741
cordis:101095433,cordis,2023,FR,European Commission,8689221.5,EUR,8689221.5,Early Interception of Inflammatory-mediated Type 2 Diabetes,age_related_disease,age_related_disease,0.95,Early Interception of Inflammatory-mediated Type 2 Diabetes,https://cordis.europa.eu/project/id/101095433
cordis:101098074,cordis,2024,IT,European Commission,2811871,EUR,2811871.0,CHARTING THE TOKEN OF TIME: YAP/TAZ TRANSCRIPTIONAL REGULATORS AT THE ROOTS OF AGING,fundamental_aging,fundamental_aging,0.98,A major challenge in aging research is to distinguish which age-related alterations play a driving role and their interconnections.,https://cordis.europa.eu/project/id/101098074
cordis:101099346,cordis,2023,AT,European Commission,4597578.75,EUR,4597578.75,3D Printing of Ultra-fideLity tissues using Space for anti-ageing solutions on Earth,ambiguous,fundamental_aging,0.72,use Space as an accelerator of ageing on Earth,https://cordis.europa.eu/project/id/101099346
cordis:101104028,cordis,2023,CZ,European Commission,4304714,EUR,4304714.0,SMART SENSORS AND SELF-HEALING FUNCTIONALITIES EMBEDDED FOR BATTERY LONGEVITY WITH MANUFACTURABILITY AND ECONOMICAL RECYCLABILITY,ambiguous,ambiguous,0.9,"develop and integrate embedded sensors and self-healing functionality in Li-ion batteries (LIB) to enhance their quality, reliability, and lifetime",https://cordis.europa.eu/project/id/101104028
cordis:101105541,cordis,2023,ES,European Commission,288859.2,EUR,288859.2,"MERGE- Media, religion, and gender: transnational digital media actions of progressive and conservative social movements",ambiguous,ambiguous,0.95,"MERGE- Media, religion, and gender: transnational digital media actions of progressive and conservative social movements",https://cordis.europa.eu/project/id/101105541
cordis:101105584,cordis,2024,IT,European Commission,188590.08,EUR,188590.08,Role of extracellular matrix as regulator of ageing through mechanosignaling,fundamental_aging,fundamental_aging,0.96,we hypothesize that the culprit of aging should be searched in ECM changes that drive the loss of mechanotransduction in stromal cells,https://cordis.europa.eu/project/id/101105584
cordis:101105645,cordis,2023,ES,European Commission,186332.93,EUR,186332.93,NUTRIclock: a tool based on microbiome and artificial intelligence for implementing precision nutrition.,ambiguous,intervention,0.78,The nutritional interventions have arisen as a potent instrument to influence aging mechanisms.,https://cordis.europa.eu/project/id/101105645
cordis:101105954,cordis,2024,PT,European Commission,199694.4,EUR,199694.4,Localize and Controlled co-delivery of AuNPs conjugated siRNA by Cationic Shear-thinning Gel Matrix for Treatment of Arthritis (DesiRTA),age_related_disease,age_related_disease,0.87,Arthritis is a common metabolic and immune associate disease that causes chronic pain and inflammation in a joint.,https://cordis.europa.eu/project/id/101105954
cordis:101106187,cordis,2023,IT,European Commission,265099.2,EUR,265099.2,"Tackling seismicity at Etna using Repeating sources, Relocations and Ambient noise monitoring",ambiguous,ambiguous,0.9,"Tackling seismicity at Etna using Repeating sources, Relocations and Ambient noise monitoring",https://cordis.europa.eu/project/id/101106187
